Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2010-11,20104 (Autumn 2010),ART 445 A,ADV INDUSTRIAL DES,"AHN, SANGGYEUN",19,5,10,4,,,,,,,,,,,3.7
2010-11,20104 (Autumn 2010),ART 453 A,3D FORUM SNR STUDIO,"JECK, DOUGLAS A.",14,6,8,,,,,,,,,,,,3.8
2010-11,20104 (Autumn 2010),ART 467 A,EXH & INST DESIGN,"MATTHEWS, KRISTINE",20,,12,8,,,,,,,,,,,3.5
2010-11,20104 (Autumn 2010),ART 478 A,INFORMATION DESIGN,"CHENG, KAREN",20,1,10,6,3,,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),ART 490 A,ADV DRAWING,"BRODY, DAVID",19,3,3,6,1,3,,1,,,1,,,1,3.1
2010-11,20104 (Autumn 2010),ART 494 A,SR SEM PAINT-DRAW,"HURLEY, DENZIL H",15,6,9,,,,,,,,,,,,3.8
2010-11,20104 (Autumn 2010),ART H 201 A,SURV WEST ART-ANC,"LAIRD, MARGARET L",255,10,66,37,47,39,19,11,4,1,1,1,8,11,2.9
2010-11,20104 (Autumn 2010),ART H 233 A,NATIVE ART PNW,"BUNN-MARCUSE, KATIE",139,3,49,28,17,16,5,7,1,3,1,1,3,5,3.0
2010-11,20104 (Autumn 2010),ART H 260 A,FASHION NATION CLTR,"GAYLARD, SUSAN L",57,4,24,7,4,7,1,1,2,2,,1,2,2,3.0
2010-11,20104 (Autumn 2010),ART H 290 A,HIST OF ARCHITECT,"CLAUSEN, MEREDITH L",64,15,19,6,12,5,1,2,1,,1,,,2,3.3
2010-11,20104 (Autumn 2010),ART H 309 A,TOPICS IN ART HIST,"WIECZOREK, MAREK K.",66,22,22,11,4,2,1,2,,1,,,,1,3.5
2010-11,20104 (Autumn 2010),ART H 310 A,CHINESE ART & ARCHY,"KELLEY, SONJA J.",43,13,12,5,4,3,,,2,,1,,3,,3.1
2010-11,20104 (Autumn 2010),ART H 317 A,CHADO JAPAN ESTHTCS,"OLSON, TIMOTHY P.",23,7,11,2,2,1,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),ART H 341 A,GREEK ART & ARCHLGY,"TOPPER, KATHRYN R.",20,2,5,2,3,3,,,2,,,,2,1,2.7
2010-11,20104 (Autumn 2010),ART H 380 A,19TH & 20TH C ART,"YAHR, JAYME",17,5,6,1,,3,,1,1,,,,,,3.3
2010-11,20104 (Autumn 2010),ART H 384 A,AMERICAN ART,"CASTERAS, SUSAN P.",65,33,25,,3,1,,1,,,,,1,1,3.7
2010-11,20104 (Autumn 2010),ART H 400 A,ART H AND CRITICISM,"BRAVMANN, RENE A",31,,11,4,11,3,,,,,,,,2,3.2
2010-11,20104 (Autumn 2010),ART H 413 A,TOPICS CHINESE ART,"KELLEY, SONJA J.",19,7,5,2,1,1,,1,,,,,,2,3.5
2010-11,20104 (Autumn 2010),ART H 436 A,HIST AFRICA ART I,"BRAVMANN, RENE A",18,,3,4,5,4,1,,,,,,,1,3.1
2010-11,20104 (Autumn 2010),ART H 484 A,TOPICS MODERN ART,"FAILING, PATRICIA A",34,4,8,6,9,1,1,1,,1,1,1,1,,3.0
2010-11,20104 (Autumn 2010),ART H 484 B,TOPICS MODERN ART,"SHAW, GWENDOLYN DUBOIS",18,5,3,3,6,,,1,,,,,,,3.4
2010-11,20104 (Autumn 2010),ART H 491 A,20TH C ARCHITECTURE,"CLAUSEN, MEREDITH L",15,3,4,2,,1,,1,1,,,,,3,3.2
2010-11,20104 (Autumn 2010),ASIAN 207 A,LIT/CLTR SPEC TOP,"PAUWELS, HEIDI R.",37,9,4,8,4,5,1,,1,,1,,1,3,3.1
2010-11,20104 (Autumn 2010),ASL 101 A,ELEMENTARY ASL L,"FORSHAY, LANCE, A",28,13,4,4,2,2,,,1,,1,,1,,3.3
2010-11,20104 (Autumn 2010),ASL 101 B,ELEMENTARY ASL L,"WINTER, KRISTI G",23,14,2,2,3,1,,,,,,1,,,3.5
2010-11,20104 (Autumn 2010),ASL 101 C,ELEMENTARY ASL L,"WINTER, KRISTI G",28,16,7,2,,,1,1,1,,,,,,3.6
2010-11,20104 (Autumn 2010),ASL 101 D,ELEMENTARY ASL L,"WINTER, KRISTI G",24,15,3,3,,2,,,,,,,,1,3.7
2010-11,20104 (Autumn 2010),ASL 201 A,INTERMED ASL I,"FORSHAY, LANCE, A",17,6,2,2,1,2,1,2,,,,1,,,3.1
2010-11,20104 (Autumn 2010),ASTBIO 501 A,ASTROBIO DISCIPLINE,"MEADOWS, VICTORIA S",13,4,8,1,,,,,,,,,,,3.7
2010-11,20104 (Autumn 2010),ASTR 101 A,ASTRONOMY,"LARSON, ANA M.",239,46,58,28,35,25,9,10,5,3,2,2,8,8,3.0
2010-11,20104 (Autumn 2010),ASTR 101 D,ASTRONOMY,"SANTO PIETRO, VINCENT A",43,15,8,3,1,3,4,2,2,2,1,,2,,2.9
2010-11,20104 (Autumn 2010),ASTR 102 A,INTRO TO ASTRONOMY,"AGOL, ERIC",47,3,6,8,9,6,1,4,4,3,,,1,2,2.7
2010-11,20104 (Autumn 2010),ASTR 150 A,THE PLANETS,"SMITH, TOBY R.",249,31,79,35,41,27,9,11,6,3,1,5,1,,3.1
2010-11,20104 (Autumn 2010),ASTR 190 A,TOPICS IN ASTRONOMY,"WISNIEWSKI, JOHN P",22,10,4,1,1,1,,,,,1,,,4,3.5
2010-11,20104 (Autumn 2010),ASTR 190 B,TOPICS IN ASTRONOMY,"LARSON, ANA M.",24,18,5,,,1,,,,,,,,,3.8
2010-11,20104 (Autumn 2010),ASTR 301 A,ASTR FOR SCI & ENGR,"LAWS, CHRIS",21,6,5,3,2,3,,,,,,,,2,3.5
2010-11,20104 (Autumn 2010),ASTR 321 A,SOLAR SYSTEM,"BROWNLEE, DONALD E",42,6,8,5,5,7,5,4,,,,,,2,3.0
2010-11,20104 (Autumn 2010),ASTR 508 A,ASTROPHYSICS II,"QUINN, THOMAS R",14,,6,6,2,,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),ASTR 541 A,INTERSTELLAR MATTER,"DALCANTON, JULIANNE",13,3,9,1,,,,,,,,,,,3.7
2010-11,20104 (Autumn 2010),ATM S 101 A,WEATHER,"WOOD, ROBERT",194,16,28,24,32,25,18,15,12,4,,1,11,8,2.7
2010-11,20104 (Autumn 2010),ATM S 111 A,GLOBAL WARMING,"JAEGLE, LYATT",212,17,39,57,55,23,7,6,2,1,,,1,4,3.1
2010-11,20104 (Autumn 2010),ATM S 301 A,INTRO TO ATMOSPH SC,"HOUZE, ROBERT",22,2,3,5,2,8,,,,,2,,,,2.9
2010-11,20104 (Autumn 2010),ATM S 431 A,BOUNDARY-LAYER METE,"FU, QIANG",14,2,3,1,1,6,,1,,,,,,,3.0
2010-11,20104 (Autumn 2010),ATM S 441 A,ATMOS MOTIONS I,"BITZ, CECILIA",14,2,2,,3,2,4,1,,,,,,,2.9
2010-11,20104 (Autumn 2010),ATM S 501 A,ATMOS PHYS & CHEM,"WALLACE, JOHN M",16,,8,5,2,,,,,,,,,1,3.4
2010-11,20104 (Autumn 2010),ATM S 502 A,INTRO SYNOPTIC MET,"MCMURDIE, LYNN A",13,4,9,,,,,,,,,,,,3.7
2010-11,20104 (Autumn 2010),ATM S 505 A,FLUID DYNAMICS,"BRETHERTON, CHRISTOPHER S.",13,5,5,3,,,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),B A 500 A,BUSINESS ADMIN I,"KENNEDY, S. JANE",60,,39,21,,,,,,,,,,,3.5
2010-11,20104 (Autumn 2010),B A 500 B,BUSINESS ADMIN I,"KENNEDY, S. JANE",54,1,31,19,2,1,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),B CMU 301 A,BASC WRITTN BUS CMU,"WHELAN, JOHN (JACK)",39,1,18,16,4,,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),B CMU 301 B,BASC WRITTN BUS CMU,"HOCHBERG, LEE E.",42,,20,15,3,3,1,,,,,,,,3.3
2010-11,20104 (Autumn 2010),B CMU 301 C,BASC WRITTN BUS CMU,"STONE, JESSICA",30,,21,6,3,,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),B CMU 301 D,BASC WRITTN BUS CMU,"HOCHBERG, LEE E.",40,1,17,9,6,4,,,,,,,2,1,3.1
2010-11,20104 (Autumn 2010),B CMU 302 A,BUS COMM FOR ACCTG,"STONE, JESSICA",42,,11,24,6,,,,,,,,,1,3.3
2010-11,20104 (Autumn 2010),B CMU 302 B,BUS COMM FOR ACCTG,"WHELAN, JOHN (JACK)",40,,11,24,4,,,1,,,,,,,3.3
2010-11,20104 (Autumn 2010),B CMU 302 C,BUS COMM FOR ACCTG,"WHELAN, JOHN (JACK)",40,,21,14,5,,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),B CMU 302 D,BUS COMM FOR ACCTG,"HOCHBERG, LEE E.",35,2,13,14,5,,,1,,,,,,,3.3
2010-11,20104 (Autumn 2010),B ECON 300 A,MANAGERIAL ECON,"MALOY, FRANCES",73,4,23,17,20,9,,,,,,,,,3.2
2010-11,20104 (Autumn 2010),B ECON 300 B,MANAGERIAL ECON,"MALOY, FRANCES",76,2,19,33,16,4,,,,,,,,2,3.2
2010-11,20104 (Autumn 2010),B ECON 300 C,MANAGERIAL ECON,"MALOY, FRANCES",52,,5,22,19,3,1,,,,,,,2,3.1
2010-11,20104 (Autumn 2010),B ECON 301 A,INTERMED MACROECON,"MALOY, FRANCES",53,,19,20,9,5,,,,,,,,,3.3
2010-11,20104 (Autumn 2010),B ECON 500 C,INTRO BUS ECON,"RICE, EDWARD M",55,1,19,30,5,,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),B ECON 500 D,INTRO BUS ECON,"RICE, EDWARD M",56,3,22,24,5,2,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),B ECON 527 A,INTERNATIONAL FIN,"GLASSMAN, DEBRA",18,2,11,4,1,,,,,,,,,,3.5
2010-11,20104 (Autumn 2010),B ECON 527 B,INTERNATIONAL FIN,"GLASSMAN, DEBRA",18,,9,6,1,2,,,,,,,,,3.3
2010-11,20104 (Autumn 2010),B H 401 A,HISTORY OF MEDICINE,"BERRYMAN, JACK W",55,5,11,6,5,4,5,7,4,2,2,,2,2,2.6
2010-11,20104 (Autumn 2010),B H 402 A,ETHICAL THEORY,"JECKER, NANCY S",18,7,4,4,2,1,,,,,,,,,3.5
2010-11,20104 (Autumn 2010),B H 523 A,BIOMEDICAL ETHICS,"MCCORMICK, THOMAS R",29,6,11,3,7,,,,,,,,1,1,3.3
2010-11,20104 (Autumn 2010),BIO A 101 A,HUMAN BIO DIVERSITY,"KRAMER, PATRICIA A.",336,253,38,20,10,4,3,4,,,,,1,3,3.8
2010-11,20104 (Autumn 2010),BIO A 201 A,PRIN BIOLOGCL ANTH,"KUSHNICK, GEOFF",144,13,37,21,13,19,9,9,3,4,4,3,5,4,2.8
2010-11,20104 (Autumn 2010),BIO A 369 A,SPEC ISSUES IN BIOA,"O'CONNOR, KATHLEEN A.",27,,13,9,3,1,,,,,,,,1,3.4
2010-11,20104 (Autumn 2010),BIO A 370 A,INTRO TO PRIMATES,"NEWELL, LAURA L",25,6,12,2,1,2,,,,,,,,2,3.5
2010-11,20104 (Autumn 2010),BIO A 372 A,EVOL VIEWS HUMAN,"CARNEY REED, MEGAN K",33,8,10,4,3,2,2,,,,3,1,,,3.1
2010-11,20104 (Autumn 2010),BIO A 473 A,BIOL ADAP HUM POP,"SHELL-DUNCAN, BETTINA",21,9,8,2,2,,,,,,,,,,3.7
2010-11,20104 (Autumn 2010),BIO A 482 A,HUMAN POP GENETICS,"HOLMAN, DARRYL J.",20,7,10,2,1,,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),BIOC 405 A,INTRO TO BIOCHEM,"HURLEY, JAMES B",723,46,104,106,99,154,86,62,36,10,5,3,1,11,2.8
2010-11,20104 (Autumn 2010),BIOC 426 A,BIOCHEM LAB,"CHUNG, DOMINIC W",51,4,23,9,9,3,1,,,2,,,,,3.3
2010-11,20104 (Autumn 2010),BIOC 440 A,BIOCHEMISTRY,"KLEVIT, RACHEL",320,44,70,37,26,56,21,13,13,10,3,3,7,17,2.9
2010-11,20104 (Autumn 2010),BIOC 530 A,STRUCTURAL BIOLOGY,"BAKER, DAVID",24,4,16,4,,,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),BIOEN 302 A,INTRO BIOMED INSTR,"NEILS, CHRISTOPHER",48,16,26,3,1,2,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),BIOEN 304 A,BIOEN PHYSIOLOGY,"SAURO, HERBERT M",48,8,26,12,1,1,,,,,,,,,3.5
2010-11,20104 (Autumn 2010),BIOEN 420 A,MEDICAL IMAGING,"YUAN, CHUN",25,5,15,4,,1,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),BIOEN 423 A,INTRO SYNTH BIO,"SEELIG, GEORG",14,4,8,1,,,,,,,,,,1,3.7
2010-11,20104 (Autumn 2010),BIOEN 485 A,COMPUTATIONAL BIOEN,"THOMAS, WENDY E",33,19,14,,,,,,,,,,,,3.8
2010-11,20104 (Autumn 2010),BIOEN 498 C,SPECIAL TOPICS,"FOLCH, ALBERT",14,4,9,1,,,,,,,,,,,3.7
2010-11,20104 (Autumn 2010),BIOEN 501 A,MOLEC BIOEN,"BRYERS, JAMES D.",29,11,12,2,4,,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),BIOEN 510 A,BIOENG SEMINARS,"POLLACK, GERALD H",30,30,,,,,,,,,,,,,4.0
2010-11,20104 (Autumn 2010),BIOEN 599 E,SPEC TOPICS BIOENG,"BENSON, SHEILA MARIE",18,3,6,5,2,2,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),BIOL 104 A,BIOL FOR EL TCHRS,"BUTTEMER, HELEN A",19,4,11,3,1,,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),BIOL 106 A,INTRO BIO SEMINAR,"BUCHWITZ, BRIAN J.",65,25,38,,,,,,,,,,,2,3.8
2010-11,20104 (Autumn 2010),BIOL 110 A,DISCOVERY SEM - BIO,"MARTIN-MORRIS, LINDA E",24,1,13,1,5,2,,2,,,,,,,3.3
2010-11,20104 (Autumn 2010),BIOL 118 A,SURVEY OF PHYSIOL,"PETERSEN, KAREN E",389,27,52,95,85,44,26,14,19,3,7,3,5,9,2.9
2010-11,20104 (Autumn 2010),BIOL 118 B,SURVEY OF PHYSIOL,"PETERSEN, KAREN E",23,1,3,17,,2,,,,,,,,,3.3
2010-11,20104 (Autumn 2010),BIOL 119 A,ELEM PHYSIOL LAB,"PETERSEN, KAREN E",24,3,3,8,9,1,,,,,,,,,3.2
2010-11,20104 (Autumn 2010),BIOL 119 B,ELEM PHYSIOL LAB,"PETERSEN, KAREN E",24,,3,16,2,2,,,,,,,,1,3.2
2010-11,20104 (Autumn 2010),BIOL 119 C,ELEM PHYSIOL LAB,"PETERSEN, KAREN E",23,,4,18,1,,,,,,,,,,3.3
2010-11,20104 (Autumn 2010),BIOL 119 D,ELEM PHYSIOL LAB,"PETERSEN, KAREN E",23,,6,10,5,2,,,,,,,,,3.2
2010-11,20104 (Autumn 2010),BIOL 119 E,ELEM PHYSIOL LAB,"PETERSEN, KAREN E",22,,5,9,7,,,1,,,,,,,3.2
2010-11,20104 (Autumn 2010),BIOL 119 F,ELEM PHYSIOL LAB,"PETERSEN, KAREN E",21,1,9,9,2,,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),BIOL 180 A,INTRO BIOLOGY,"FREEMAN, SCOTT",678,59,103,121,130,104,61,35,19,15,6,3,7,15,2.9
2010-11,20104 (Autumn 2010),BIOL 200 A,INTRO BIOL,"SCHIVELL, AMANDA",381,26,65,35,57,61,35,29,32,14,5,2,7,13,2.7
2010-11,20104 (Autumn 2010),BIOL 220 A,INTRO BIOL,"WEIGLE, SCOTT",283,9,28,32,45,60,42,22,24,11,6,1,,3,2.6
2010-11,20104 (Autumn 2010),BIOL 250 A,MARINE BIOLOGY,"FRIEDMAN, CAROLYN",54,6,7,14,7,6,3,6,2,1,,,1,1,2.9
2010-11,20104 (Autumn 2010),BIOL 280 A,THE HISTORY OF LIFE,"WARD, PETER D",104,13,17,27,18,7,,6,8,,,,2,6,3.0
2010-11,20104 (Autumn 2010),BIOL 302 A,LAB TECHNIQS IN CMB,"IMAIZUMI, TAKATO",31,3,6,7,6,6,,2,,1,,,,,3.1
2010-11,20104 (Autumn 2010),BIOL 340 A,GENETS & MOLEC ECOL,"HAUSER, LORENZ",44,6,6,12,1,5,5,3,2,2,,,1,1,2.9
2010-11,20104 (Autumn 2010),BIOL 350 A,FOUNDTNS PHYSIOLOGY,"KENNEDY, MICHAEL L",126,8,21,16,15,17,15,13,3,6,1,3,7,1,2.6
2010-11,20104 (Autumn 2010),BIOL 354 A,EVOL AND SYSTEMATICS,"WILSON, GREGORY P.",117,24,34,18,20,10,3,4,2,,,1,,1,3.3
2010-11,20104 (Autumn 2010),BIOL 355 A,FNDATION MOL CEL BIO,"MARTIN-MORRIS, LINDA E",57,4,14,17,9,7,5,1,,,,,,,3.1
2010-11,20104 (Autumn 2010),BIOL 355 B,FNDATION MOL CEL BIO,"MARTIN-MORRIS, LINDA E",59,3,26,11,6,9,,,2,,1,,1,,3.2
2010-11,20104 (Autumn 2010),BIOL 356 A,FNDATNS IN ECOLOGY,"RUESINK, JENNIFER",75,12,20,12,13,5,3,1,2,3,,1,1,2,3.1
2010-11,20104 (Autumn 2010),BIOL 401 A,ADV CELL BIOLOGY,"CROWE, ALISON J",36,11,4,2,4,3,4,6,,1,,1,,,2.9
2010-11,20104 (Autumn 2010),BIOL 402 A,CELL BIOLOGY LAB,"CROWE, ALISON J",23,4,9,4,4,2,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),BIOL 411 A,DEV BIOL,"PARICHY, DAVID",109,4,10,18,11,22,14,8,6,5,2,,4,5,2.6
2010-11,20104 (Autumn 2010),BIOL 414 A,MOLECULAR EVOLUTION,"ROHLFS, RORI V",16,,5,2,2,,1,1,1,,1,,1,2,2.7
2010-11,20104 (Autumn 2010),BIOL 415 A,EVOLUTION & DEVELOP,"SWALLA, BILLIE J.",29,7,6,5,6,3,,1,,,,,,1,3.3
2010-11,20104 (Autumn 2010),BIOL 441 A,MORPH ANAT LAND PLT,"AMMIRATI, JOSEPH F",51,16,15,14,3,3,,,,,,,,,3.5
2010-11,20104 (Autumn 2010),BIOL 450 A,VERTE PALEO,"SIDOR, CHRISTIAN A.",15,4,3,5,2,1,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),BIOL 462 A,ADV ANIMAL PHYS,"WENDEROTH, MARY P",102,7,7,14,14,13,11,8,12,4,2,2,4,4,2.5
2010-11,20104 (Autumn 2010),BIOL 463 A,ADV ANIMAL PHYS LAB,"WENDEROTH, MARY P",16,4,10,,2,,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),BIOL 463 B,ADV ANIMAL PHYS LAB,"WENDEROTH, MARY P",14,6,2,2,4,,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),BIOL 463 C,ADV ANIMAL PHYS LAB,"WENDEROTH, MARY P",15,6,6,,1,,,,1,,,,,1,3.5
2010-11,20104 (Autumn 2010),BIOL 464 A,MUSCLE PHYSIOLOGY,"MORITZ, CHET T",54,6,24,13,9,,2,,,,,,,,3.4
2010-11,20104 (Autumn 2010),BIOL 465 A,COMPR ENDOCRINOLOGY,"BILGEN, TOLGA",41,5,23,9,2,2,,,,,,,,,3.5
2010-11,20104 (Autumn 2010),BIOL 468 A,MEDICAL PHYSIOLOGY,"WEIGLE, SCOTT",52,13,26,11,2,,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),BIOL 473 A,LIMNOLOGY,"SCHINDLER, DANIEL E.",21,1,4,3,7,4,1,,,,,,1,,3.0
2010-11,20104 (Autumn 2010),BIOL 473 B,LIMNOLOGY,"SCHINDLER, DANIEL E.",42,2,9,7,12,6,3,1,,,,,1,1,3.0
2010-11,20104 (Autumn 2010),BIOL 481 A,EXPMTL EVOL ECOLOGY,"KERR, BENJAMIN B",50,20,15,6,5,3,,1,,,,,,,3.5
2010-11,20104 (Autumn 2010),BIOL 492 B,TEACHING OF BIOLOGY,"MARTIN-MORRIS, LINDA E",14,9,3,,1,,1,,,,,,,,3.7
2010-11,20104 (Autumn 2010),BIOL 502 A,GRANT WRITING,"NEMHAUSER, JENNIFER L.",24,19,4,1,,,,,,,,,,,3.9
2010-11,20104 (Autumn 2010),BIOST 508 A,BIOSTSTCL REASONING,"THOMPSON, MARYLOU",16,,11,3,2,,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),BIOST 511 A,MED BIOMETRY I,"HUGHES, JAMES P",149,10,50,51,33,4,,,,,,,,1,3.3
2010-11,20104 (Autumn 2010),BIOST 517 A,APPLIED BIOSTAT I,"EMERSON, SCOTT S.",86,20,40,18,5,,,,,,,,,3,3.6
2010-11,20104 (Autumn 2010),BIOST 536 A,CAT ANALYSIS EPIDEM,"MCKNIGHT, BARBARA",20,6,11,3,,,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),BIOST 570 A,ADV APPL LIN MODELS,"CHAN, KWUN CHUEN GARY",16,2,5,9,,,,,,,,,,,3.5
2010-11,20104 (Autumn 2010),BSE 104 A,PROD & ENRGY RENEWBL,"HODGSON, KEVIN",37,6,14,4,3,5,,,2,,,1,1,1,3.1
2010-11,20104 (Autumn 2010),BSE 211 A,CREATIVITY & SOCIETY,"ALLAN, G GRAHAM",94,10,54,15,5,3,4,1,,,,,,2,3.4
2010-11,20104 (Autumn 2010),BSE 248 A,PAPER PROPERTIES,"LEWIS, MARK S.",15,1,6,2,,,3,1,1,,,,,1,3.0
2010-11,20104 (Autumn 2010),BSE 406 A,NAT PROD CHEMISTRY,"BURA, RENATA",19,1,6,3,8,,,,1,,,,,,3.2
2010-11,20104 (Autumn 2010),C LIT 230 A,INTRO TO FOLKLORE,"SMIDCHENS, GUNTIS",40,5,11,15,5,1,1,1,,,,,1,,3.2
2010-11,20104 (Autumn 2010),C LIT 240 A,WRITING IN C LIT,"MARIN, ILEANA",18,6,8,2,,,,,1,,,,1,,3.4
2010-11,20104 (Autumn 2010),C LIT 240 B,WRITING IN C LIT,"BLACK, RUSSELL",22,7,8,3,,,,,1,,,,,3,3.5
2010-11,20104 (Autumn 2010),C LIT 240 C,WRITING IN C LIT,"YAMASAKI, NOBUKO",22,2,7,9,1,1,1,,,,,,,1,3.4
2010-11,20104 (Autumn 2010),C LIT 240 D,WRITING IN C LIT,"MYERS, JENNIFER ANN",22,13,6,3,,,,,,,,,,,3.7
2010-11,20104 (Autumn 2010),C LIT 240 E,WRITING IN C LIT,"CHEN, LIN",18,,10,5,2,1,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),C LIT 240 F,WRITING IN C LIT,"D'AMICO, MARGARET A.",18,8,9,1,,,,,,,,,,,3.7
2010-11,20104 (Autumn 2010),C LIT 240 G,WRITING IN C LIT,"ROSMAN, ARTUR SEBASTIAN",20,6,3,4,2,5,,,,,,,,,3.3
2010-11,20104 (Autumn 2010),C LIT 250 A,INTRO: LIT & CULTR,"STATEN, HENRY J.",91,2,18,22,16,13,5,4,3,1,,1,1,5,2.9
2010-11,20104 (Autumn 2010),C LIT 271 A,FILM: DIRECTORS,SUDHIR MAHADEVAN,192,28,96,33,12,7,6,1,1,,,,6,2,3.3
2010-11,20104 (Autumn 2010),C LIT 301 A,FILM THRY: ANALYSIS,TAMARA N COOPER,36,8,14,7,3,1,,1,,,,,1,1,3.4
2010-11,20104 (Autumn 2010),C LIT 315 B,NATIONAL CINEMAS,"MAZZOLA, CLAUDIO",24,7,9,3,1,2,2,,,,,,,,3.4
2010-11,20104 (Autumn 2010),C LIT 320 B,EUROPEAN LIT,"BROWN, JANE K",35,1,11,7,4,7,,2,2,,,,,1,3.0
2010-11,20104 (Autumn 2010),C LIT 323 A,LIT OF EMERG NATION,"DUBROW, JENNIFER E.",37,5,17,5,3,2,,1,,1,,,2,1,3.2
2010-11,20104 (Autumn 2010),C LIT 361 A,TPCS EARLY MOD LIT,"BROWN, JANE K",28,4,12,5,4,,,,,,,,1,2,3.3
2010-11,20104 (Autumn 2010),C LIT 396 A,SPEC STDYS COMP LIT,"GRAY, RICHARD T",24,2,13,3,,3,1,,1,,,,1,,3.1
2010-11,20104 (Autumn 2010),C LIT 397 B,SPEC TPCS CIN STD,"BLOCK, RICHARD",23,3,8,5,4,1,,1,1,,,,,,3.2
2010-11,20104 (Autumn 2010),C LIT 400 A,INTRO THEORY & CRIT,"TWEEDIE, JAMES",42,26,12,2,1,,,,,,,,,1,3.8
2010-11,20104 (Autumn 2010),CEE 220 A,INTRO MECH OF MATLS,"MCGANN, CHRIS",46,8,19,4,5,5,1,2,1,,,,,1,3.3
2010-11,20104 (Autumn 2010),CEE 306 B,CONSTRUCT ENGR I,"AHMED, KAMAL M.",126,2,54,51,14,5,,,,,,,,,3.3
2010-11,20104 (Autumn 2010),CEE 316 A,SURV ENGR,"AHMED, KAMAL M.",127,12,54,39,17,5,,,,,,,,,3.4
2010-11,20104 (Autumn 2010),CEE 320 A,TRANSPORTATION ENGR,"GOODCHILD, ANNE V.",69,16,35,14,2,2,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),CEE 342 A,FLUID MECHANICS,"HORNER-DEVINE, ALEXANDER R",63,6,12,13,14,11,5,1,1,,,,,,3.1
2010-11,20104 (Autumn 2010),CEE 363 A,CONSTRL MATERIALS,"JANSSEN, DONALD J",65,1,7,10,21,12,5,2,5,,2,,,,2.8
2010-11,20104 (Autumn 2010),CEE 379 A,ELEM STRUC I,"BERMAN, JEFFREY, W",64,4,26,17,10,4,1,,,,,2,,,3.3
2010-11,20104 (Autumn 2010),CEE 392 A,BASIC CEE COMPUTING,"WEIGAND, JONATHAN M.",61,5,23,21,7,4,,,,,,,,1,3.4
2010-11,20104 (Autumn 2010),CEE 416 A,URBAN TRAN PLG/DES,"HALLENBECK, MARK E",42,2,14,10,8,6,1,1,,,,,,,3.2
2010-11,20104 (Autumn 2010),CEE 421 A,PAVMNT DSGN,"MAHONEY, JOE P",55,7,24,13,8,,1,1,,,,,1,,3.3
2010-11,20104 (Autumn 2010),CEE 424 A,GIS FOR CIV ENGRS,"AHMED, KAMAL M.",78,2,30,32,12,1,,,,,,,,1,3.4
2010-11,20104 (Autumn 2010),CEE 436 A,FNDN DESIGN,"BASKA, DAVID A",70,5,24,26,12,3,,,,,,,,,3.3
2010-11,20104 (Autumn 2010),CEE 452 A,DES REINF CONCR STR,"HAWKINS, NEIL M.",56,3,12,11,18,9,1,1,,,,,,1,3.1
2010-11,20104 (Autumn 2010),CEE 454 A,DSGN TIMBER STRUCTS,"REED, DOROTHY A",39,19,19,1,,,,,,,,,,,3.7
2010-11,20104 (Autumn 2010),CEE 457 A,ADV STRUCT I,"LOWES, LAURA N.",40,2,10,17,7,1,,1,,,,,,2,3.3
2010-11,20104 (Autumn 2010),CEE 462 A,APPLIED LIMNOLOGY,"BRETT, MICHAEL T.",35,7,9,3,6,7,2,1,,,,,,,3.2
2010-11,20104 (Autumn 2010),CEE 476 A,PHYSICAL HYDROLOGY,"ISTANBULLUOGLU, ERKAN",43,6,30,7,,,,,,,,,,,3.6
2010-11,20104 (Autumn 2010),CEE 484 A,ON-SITE WASTE MGMT,"STENSEL, H. DAVID",40,5,13,15,5,1,,,,,,,,1,3.4
2010-11,20104 (Autumn 2010),CEE 501 A,STR MECHANICS,"MILLER, GREGORY R",33,4,20,6,3,,,,,,,,,,3.5
